"Word","Token","Frequency"
"adorably","-903929932","3"
"adoration","2043476335","6"
"adorble","-1137536427","1"
"adore","92670943","25"
"adored","-1422167963","13"
"adoree","-1422167962","1"
"adores","-1422167948","2"
"adoring","-1137529636","5"
"adoringly","2050683753","2"
"adorned","-1137525113","2"
"adorning","-903535878","1"
"adorns","-1422167669","1"
"adotped","-1137463609","1"
"adrenalin","50283560","7"
"adrenaline","1558790461","11"
"adreon","-1422090763","1"
"adrian","-1422087353","26"
"adriana","-1135034886","2"
"adriano","-1135034872","1"
"adriatic","-826336985","1"
"adrien","-1422087229","2"
"adrienne","-826223430","9"
"adrift","-1422087192","2"
"adroit","-1422081333","4"
"adroitly","-820557416","2"
"ads","96432","15"
"adt","96433","1"
"adulation","-1393211077","1"
"adult","92676538","210"
"adulterer","-1376102700","1"
"adulteress","290489406","3"
"adulterous","290499078","5"
"adultery","-737127054","15"
"adulthood","-1376015914","17"
"adultism","-737123191","1"
"adultry","-1132156543","1"
"adults","-1421994503","151"
"advance","-1131566974","37"
"advanced","-718837726","30"
"advancement","-187388704","7"
"advancements","-1514082413","1"
"advances","-718837711","18"
"advancing","-809128769","8"
"advani","-1421975479","8"
"advantage","-808630229","66"
"advantaged","702266777","1"
"advantageous","568521538","1"
"advantages","702266792","4"
"advent","-1421971624","6"
"adventist","-694105550","1"
"adventists","-42435455","4"
"adventure","-694094064","187"
"adventurer","-42079390","6"
"adventurers","-1304460975","2"
"adventures","-42079389","73"
"adventuresome","543482884","1"
"adventurous","-1304451272","6"
"adventurously","552781509","1"
"adversarial","-2096509808","1"
"adversaries","-2096509677","5"
"adversary","-690448971","13"
"adverse","-1131443470","7"
"adversely","-690445313","1"
"adversity","-690441221","8"
"advert","-1421971500","7"
"advertise","-690411481","2"
"advertised","72080669","32"
"advertisement","-128069115","15"
"advertisements","324824846","8"
"advertisers","-2060466008","1"
"advertises","72080684","3"
"advertising","-2060462300","31"
"adverts","-1131443425","5"
"advice","-1421968136","104"
"advices","-1131339141","2"
"advise","-1421967640","27"
"advised","-1131323780","26"
"advisement","-657989562","1"
"adviser","-1131323766","14"
"advisers","-711298263","5"
"advises","-1131323765","8"
"advising","-711294555","1"
"advisor","-1131323456","2"
"advisors","-711288653","1"
"advocacy","-706238096","1"
"advocate","-706237589","7"
"advocates","-418528664","2"
"advocating","-89482904","2"
"ae","3108","20"
"aegean","-1421495377","1"
"aeneid","-1421286602","1"
"aeons","92700624","1"
"aerial","-1421163834","7"
"aero","2990433","1"
"aerobics","66726872","3"
"aerodynamic","1533190078","1"
"aerodynamics","284252277","3"
"aeronautical","925060536","1"
"aeroplane","2081549723","2"
"aerosol","-1106209649","1"
"aesir","92704312","2"
"aesop","92704496","1"
"aestheically","1604817620","1"
"aesthetic","-1190346740","17"
"aesthetical","-1461913289","1"
"aesthetically","-444361468","3"
"aestheticism","1925336311","1"
"aesthetics","1753956839","6"
"aetheist","117610397","3"
"aetherial","-648786961","1"
"af","3109","1"
"afar","2990870","7"
"afer","2990994","1"
"aff07","92719784","1"
"affable","-1089096261","7"
"affair","-1420605239","123"
"affairs","-1089089334","28"
"affect","-1420601579","35"
"affectations","-499968141","1"
"affected","601485940","35"
"affecting","1466199213","14"
"affection","1466199251","26"
"affectionate","-275416865","4"
"affectionately","1612368556","5"
"affectionnates","1623822492","1"
"affections","-1792463360","16"
"affective","1466199459","1"
"affects","-1088975874","31"
"affectts","601486420","1"
"afficinados","-1661212313","1"
"afficionados","82560820","2"
"affiliate","1588692301","2"
"affiliated","2004821175","2"
"affiliation","2019918576","3"
"affinit","-1088846479","1"
"affinity","605497640","9"
"affirm","-1420597277","3"
"affirmation","-1130477326","4"
"affirmations","-685058623","1"
"affirmative","-1130477118","2"
"affirmed","605620162","2"
"affirming","1594360095","6"
"affirms","-1088842512","3"
"affix","92721616","1"
"affixed","-1088837009","2"
"affleck","-1088765950","36"
"afflict","-1088762097","1"
"afflicted","1671648238","5"
"affliction","281492121","5"
"affluent","608472705","8"
"afford","-1420591520","42"
"affordable","-1092951110","6"
"afforded","611152639","5"
"affords","-1088664045","3"
"affront","-1088577244","1"
"affronting","1493480510","1"
"affter","-1420587104","1"
"afgan","92722319","1"
"afgani","-1420575302","1"
"afganistan","1000363784","2"
"afghan","-1420568973","4"
"afghani","-1087965098","1"
"afghanistan","1742529444","15"
"afghans","-1087965088","1"
"afi","96484","11"
"aficionado","1828252771","6"
"aficionados","841261168","2"
"afield","-1420511943","2"
"afilm","92724581","1"
"afirming","699666787","1"
"afl","96487","1"
"afleck","-1420422842","1"
"afloat","-1420413285","11"
"afm","96488","2"
"afonya","-1420324148","1"
"afoot","92730447","4"
"afore","92730525","5"
"aforementioned","1173046284","48"
"aformentioned","1814074433","1"
"afoul","92730625","5"
"afraid","-1420247761","146"
"afresh","-1420243603","1"
"africa","-1420240262","80"
"african","-1077775052","112"
"africanism","1179035343","1"
"africans","948711871","16"
"afrika","-1420240014","2"
"afrikaans","-647327436","1"
"afrikaner","-647315223","1"
"afrikanerdom","235450297","1"
"afrikaners","1408064682","1"
"afro","2991394","11"
"afros","92733329","1"
"afrovideo","-465152871","1"
"after","92734940","3130"
"afterall","1002722885","3"
"afterbirth","1544861795","1"
"afterglow","1019817321","1"
"afterlife","1019963096","8"
"aftermath","1019985636","20"
"afternoon","1020028732","67"
"afternoons","1556119735","1"
"afterschool","1126927440","1"
"aftershock","1560528454","1"
"aftertaste","1561247803","6"
"afterthought","1612297405","5"
"afterthoughts","-1558387882","1"
"afterward","1020283480","18"
"afterwards","1564016923","39"
"afterwords","1564433997","5"
"afterworld","1564434230","1"
"aftra","92735326","1"
"afv","96497","2"
"ag","3110","3"
"again","92746592","1634"
"against","-1064834623","606"
"agamemnon","-997832301","2"
"agape","92746800","5"
"agatha","-1419812462","23"
"age","96511","454"
"aged","2991941","84"
"agee","2991942","1"
"ageing","-1419703677","6"
"ageless","-1061059816","3"
"agencies","1468661603","3"
"agency","-1419699195","26"
"agenda","-1419699188","38"
"agendas","-1061001753","4"
"agent","92750597","143"
"agentine","1469168315","1"
"agents","-1419698674","27"
"ager","2991955","2"
"ages","2991956","99"
"aggelopoulos","589581313","1"
"aggrandizing","-365016021","1"
"aggravate","171929932","1"
"aggravated","1034860696","5"
"aggravates","1034860711","2"
"aggravating","2015914761","4"
"aggravation","2015914799","1"
"aggressed","175551475","1"
"aggression","1147132724","11"
"aggressive","1147132932","20"
"aggressively","-1411843951","6"
"aggressiveness","427672667","1"
"aggressor","175551799","2"
"aggressors","1147138588","1"
"aggrieved","178831368","1"
"aggrivating","526009617","1"
"aghast","-1419621824","4"
"aghnaistan","-783813342","1"
"agi","96515","5"
"agile","92754364","1"
"agility","-1057361851","1"
"agin","2992075","1"
"aging","92754428","42"
"agis","2992080","2"
"agitated","1588670307","4"
"agito","92754622","2"
"agnes","92758966","7"
"agnieszka","1835454497","1"
"agnostic","1727734818","3"
"agnus","92759462","1"
"ago","96521","402"
"agonies","-1051761614","1"
"agonise","-1051761194","1"
"agonising","-1425185517","1"
"agonisingly","491289056","1"
"agonize","-1051760977","1"
"agonized","1755148181","2"
"agonizing","-1424976980","9"
"agonizingly","691693113","4"
"agony","92760212","15"
"agoraphobic","275714845","2"
"agostino","1760077440","1"
"agrandizement","663196935","1"
"agree","92762796","214"
"agreeable","975426054","4"
"agreeably","975426074","2"
"agreed","-1419320520","38"
"agreeing","1832588726","15"
"agreement","975786506","7"
"agreements","184610729","2"
"agrees","-1419320505","38"
"agricultural","-2092180513","2"
"agriculture","-1730057679","2"
"agrument","1847599559","1"
"aguila","-1419227089","2"
"aguirre","-1046360405","2"
"agust","92766128","1"
"agusti","-1419217223","2"
"agutter","-1046031172","2"
"ah","3111","51"
"aha","96538","3"
"ahab","2992776","2"
"ahah","2992782","1"
"ahahahah","-2058920420","1"
"ahahahahahhahahahahahahahahahhahahahahahahah","257234325","1"
"ahead","92779969","148"
"ahem","2992911","8"
"ahet","2992918","1"
"ahh","96545","7"
"ahhh","2992999","1"
"ahhhh","92783073","3"
"ahhhhhhhhh","872786215","1"
"ahistorical","-555034645","1"
"ahlan","92786706","1"
"ahlberg","-1026263971","1"
"ahmad","92787657","1"
"ahmed","92787781","1"
"ahn","96551","1"
"ahold","92789920","1"
"ahoy","2993233","2"
"ahu","96558","1"
"ai","3112","7"
"aicn","2993811","1"
"aid","96572","45"
"aida","2993829","4"
"aidan","92808809","7"
"aide","2993833","11"
"aided","92808923","18"
"aiden","92808933","9"
"aides","92808938","1"
"aiding","-1417886426","1"
"aids","2993847","38"
"aiello","-1417853806","16"
"aiken","92815660","4"
"aikido","-1417678191","1"
"aikidoist","-1637461927","1"
"aileen","-1417652214","7"
"ailes","92816626","1"
"ailing","-1417648098","10"
"ailment","-997307230","1"
"ailments","-851752943","1"
"ails","2994095","1"
"ailtan","-1417637923","1"
"ailton","-1417637489","1"
"aim","96581","24"
"aimanov","-996732519","2"
"aimants","-996732367","2"
"aime","2994112","15"
"aimed","92817572","50"
"aimee","92817573","2"
"aiming","-1417618307","18"
"aimless","-996413346","9"
"aimlessly","224484971","10"
"aims","2994126","12"
"ain","96582","57"
"ainley","-1417585894","1"
"aint","2994158","3"
"aip","96584","2"
"air","96586","240"
"airball","-992097719","3"
"airborne","-689835214","1"
"airbrushed","-1417863985","1"
"aircraft","-688838890","12"
"aircrafts","120831005","1"
"aired","92822377","56"
"aires","92822392","1"
"airfix","-1417472373","1"
"airhead","-991915478","5"
"airheaded","251968585","2"
"airheadedness","1249835552","2"
"airhostess","-475516333","1"
"airing","-1417469352","15"
"airless","-991795741","1"
"airlift","-991792299","2"
"airline","-991792066","12"
"airliner","-680782860","5"
"airliners","370567935","1"
"airlines","-680782859","1"
"airman","-1417465904","2"
"airmen","-1417465780","1"
"airphone","-677117340","1"
"airplane","-677011630","34"
"airplanes","487476065","4"
"airport","-991666997","26"
"airs","2994281","4"
"airship","-991584634","1"
"airships","-674352467","2"
"airspace","-674122244","1"
"airstrike","581253500","1"
"airstrip","-673986546","2"
"airtime","-991553769","1"
"airwaves","-670854768","6"
"airwolf","-991458660","9"
"airwolfs","-670447273","1"
"airy","2994287","1"
"aise","2994298","1"
"aish","2994301","2"
"aishu","92823448","2"
"aishwarya","1156109715","4"
"aisle","92823556","4"
"aisles","-1417436945","3"
"aisling","-990868543","1"
"aissa","92823769","1"
"aj","3113","6"
"aja","96600","7"
"ajax","2994720","9"
"ajay","2994721","20"
"ajeeb","92839673","1"
"ajnabe","-1416673057","2"
"ajnabi","-1416673053","2"
"ak","3114","2"
"aka","96631","78"
"akai","2995666","1"
"akane","92865902","1"
"akcent","-1416073006","1"
"akeem","92869475","1"
"akelly","-1416006754","1"
"akim","2995918","1"
"akimbo","-1415886949","1"
"akin","2995919","34"
"akins","92873604","2"
"akira","92873710","9"
"akiyama","-942465893","1"
"akkaya","-1415838200","1"
"akki","2995976","5"
"akmed","92877154","1"
"akosua","-1415701862","1"
"akria","92882080","1"
"akroyd","-1415616206","4"
"akshay","-1415593865","37"
"akshaya","-933736758","1"
"akshaye","-933736754","12"
"akshey","-1415593741","3"
"akst","2996235","1"
"akte","2996251","1"
"akuzi","92885498","1"
"akward","-1415480922","2"
"al","3115","139"
"ala","96662","16"
"alabama","-921910103","10"
"alabaster","-1192145757","1"
"aladdin","-921847749","3"
"aladin","-1415210189","1"
"alahani","-921731318","1"
"alain","92895547","14"
"alamo","92895672","10"
"alan","2996632","157"
"alanis","-1415200574","2"
"alaric","-1415196746","4"
"alarik","-1415196738","1"
"alarm","92895825","14"
"alarmed","-921422160","4"
"alarming","1500688369","6"
"alarmingly","-947485378","1"
"alarmist","1500688537","1"
"alarmists","-723295494","1"
"alarms","-1415196606","9"
"alas","2996637","60"
"alaska","-1415195725","9"
"alaskan","-921394405","3"
"alastair","1501812595","6"
"alb","96663","3"
"alba","2996650","15"
"albaladejo","-1443652955","1"
"albanian","1513647058","4"
"albans","-1415183121","1"
"albany","-1415183115","1"
"albany234","-321151746","1"
"albas","92896265","1"
"albatross","-315758489","1"
"albeit","-1415179431","66"
"albeniz","-920884815","3"
"albert","-1415179152","105"
"alberta","-920880655","2"
"albertine","-203035280","1"
"alberto","-920880641","7"
"albertson","-203025630","3"
"albiet","-1415175711","1"
"albin","92896508","1"
"albino","-1415175437","5"
"album","92896879","33"
"albums","-1415163932","14"
"alcantara","566250145","1"
"alcatraz","1542463616","3"
"alchemy","-919880447","2"
"alcides","-919851871","1"
"alcohol","-919668978","37"
"alcoholic","961378472","30"
"alcoholics","-262038325","2"
"alcoholism","-262037835","16"
"alcs","2996699","1"
"alda","2996712","1"
"aldar","92898186","1"
"alden","92898306","3"
"alderich","1574718664","1"
"aldo","2996726","3"
"aldofo","-1415110337","1"
"aldolpho","1583782017","3"
"aldonova","1583841058","1"
"aldrich","-918655499","1"
"aldridge","1586451634","1"
"aldrin","-1415107362","5"
"ale","96666","1"
"alec","2996745","29"
"alecia","-1415091999","5"
"aleck","92899202","4"
"alecks","-1415091919","1"
"aleination","-1942355434","1"
"aleister","1607082333","1"
"alejandro","-1708229052","11"
"alejo","92899423","1"
"alekos","-1415084107","4"
"aleksandar","-24386298","1"
"aleopathic","-855043500","1"
"alert","92899676","41"
"alerted","-917721349","1"
"alerting","1615413510","2"
"alerts","-1415077225","1"
"alessandra","-1514290932","3"
"alessio","-917692384","1"
"alex","2996766","89"
"alexa","92899843","4"
"alexanader","-1875446437","1"
"alexander","-1307421338","57"
"alexanders","-1875355699","1"
"alexandr","1620393113","1"
"alexandra","-1307420952","18"
"alexandre","-1307420948","42"
"alexandria","-1875343503","2"
"alexio","-1415071804","1"
"alexis","-1415071800","8"
"alexs","92899861","1"
"alf","96667","1"
"alfie","92900343","2"
"alfio","92900353","2"
"alfonse","-916892532","1"
"alfonso","-916892522","4"
"alfre","92900622","10"
"alfred","-1415047914","28"
"alfredo","-916812263","3"
"algae","92901056","1"
"algeria","-916263391","1"
"algerian","1660606061","3"
"algernon","1660611300","1"
"algie","92901304","1"
"algiers","-916156423","3"
"algrant","-915892271","1"
"algy","2996829","3"
"ali","96670","16"
"alias","92902992","7"
"aliases","-914534658","1"
"alibi","92903013","13"
"alice","92903040","77"
"alicia","-1414972835","40"
"alida","92903067","1"
"alien","92903111","148"
"alienate","1717738091","13"
"alienated","1710273369","11"
"alienates","1710273384","1"
"alienating","1478871144","11"
"alienation","1478871182","14"
"alienator","1710273693","4"
"alienness","1710646686","1"
"aliens","-1414970740","82"
"alight","-1414969003","2"
"alighting","1762546285","1"
"align","92903173","2"
"aligned","-914360732","2"
"aligning","1719592637","1"
"alignment","1767875043","2"
"alik","2996877","2"
"alike","92903288","70"
"alimony","-914180725","3"
"aline","92903381","2"
"alisan","-1414957694","2"
"alisande","1730292099","2"
"alisha","-1414957490","3"
"aliso","92903546","1"
"alison","-1414957260","38"
"alistair","1730845803","2"
"alistar","-913997584","1"
"alita","92903563","1"
"alittle","-913967465","1"
"alive","92903629","174"
"alix","2996890","1"
"alka","2996929","1"
"alkie","92905148","1"
"all","96673","9534"
"alla","2996960","4"
"allah","92905864","6"
"allahabad","-42258036","1"
"allan","92905870","22"
"alldredge","52985900","1"
"allegation","-2083036462","1"
"allegations","-149620767","4"
"alleged","-911656478","30"
"allegedly","71456495","11"
"allegiance","-2076209899","3"
"allegiances","62002686","1"
"allegorical","249328363","5"
"allegory","1803430419","10"
"allen","92905994","158"
"allende","-911649781","7"
"allens","-1414881367","1"
"allergic","1803750131","2"
"allergy","-911645824","1"
"alles","92905999","1"
"alleviate","85425819","3"
"alley","92906005","30"
"alleys","-1414881026","5"
"alleyway","1803973818","1"
"alliance","1806944311","20"
"alliances","180698908","4"
"allie","92906109","1"
"allied","-1414877817","13"
"allies","-1414877802","25"
"alligator","185869397","21"
"alligators","1466984126","3"
"allison","-911525462","13"
"allo","2996974","2"
"allocation","-1912450848","1"
"alloimono","359843998","1"
"allot","92906310","3"
"alloted","-911346075","1"
"allotted","1813057293","1"
"allotting","370205492","1"
"allow","92906313","125"
"allowance","372414488","2"
"allowances","-1340052645","3"
"allowed","-911343192","133"
"allowing","1813136377","41"
"allows","-1414871478","87"
"alloy","92906315","4"
"allright","1815487771","1"
"alls","2996978","1"
